Id,Prediction
430,27.6785
431,23.7674
432,14.1011
433,29.2164
434,27.1326
435,23.2119
436,31.5604
437,64.1734
438,29.9066
439,26.0962
440,22.9912
441,19.4957
442,26.1807
443,13.8035
444,47.8925
445,21.8066
446,29.8772
447,15.4224
448,38.1273
449,28.3665
450,13.7376
451,30.3171
452,28.5015
453,15.5296
454,20.5048
455,25.2727
456,7.9072
457,15.2276
458,31.7426
459,14.9102
460,20.6915
461,32.1331
462,27.6728
463,25.4957
464,24.2826
465,38.4224
466,11.6785
467,33.8685
468,21.8009
469,30.8573
470,23.5171
471,12.4179
472,5.1191
473,32.9183
474,10.9402
475,24.0107
476,16.9731
477,12.8751
478,5.8124
479,22.4835
480,15.6446
481,45.0413
482,7.7301
483,23.8611
484,37.8994
485,25.1364
486,15.0511
487,7.7183
488,25.117
489,14.7934
490,19.8551
491,27.284
492,16.9252
493,13.6116
494,24.4116
495,14.0904
496,20.3348
497,12.2486
498,22.3766
499,23.8379
500,32.7786
501,35.5707
502,25.6413
503,21.6894
504,13.5318
505,26.8765
506,61.161
507,49.2857
508,38.6134
509,27.6623
510,33.7641
511,15.5607
512,25.7706
513,20.8967
514,28.3602
515,22.3695
516,40.1809
517,6.9072
518,22.1932
519,21.7552
520,20.2434
521,34.5699
522,17.1108
523,26.8984
524,21.0187
525,36.354
526,64.3225
527,22.1767
528,35.5086
529,26.79
530,24.1408
531,27.509
532,13.9026
533,10.1821
534,26.6688
535,32.337
536,23.0926
537,26.7638
538,16.7355
539,13.3765
540,16.4487
541,29.8014
542,19.0982
543,7.8095
544,21.4492
545,28.8894
546,14.1011
547,28.4951
548,16.6723
549,32.8964
550,29.4011
551,28.1137
552,6.5351
553,25.9548
554,37.0129
555,38.0781
556,19.529
557,24.0125
558,25.8336
559,50.7956
560,46.3744
561,29.5028
562,29.7873
563,27.0667
564,40.0709
565,12.3345
566,24.6066
567,31.3535
568,60.2846
569,2.5208
570,10.6209
571,26.7573
572,23.8111
573,39.2773
574,33.1772
575,33.9476
576,29.4378
577,22.0877
578,25.484
579,19.7025
580,23.0357
581,29.5272
582,8.2888
583,31.0261
584,26.8387
585,29.6856
586,34.7383
587,36.5808
588,37.274
589,30.976
590,19.0745
591,40.8205
592,8.5891
593,68.4266
594,22.5485
595,38.5998
596,24.3301
597,38.4074
598,32.1843
599,22.6379
600,7.4142
601,31.1587
602,26.3687
603,29.2347
604,26.2589
605,25.6488
606,16.4227
607,13.6641
608,29.7186
609,30.3251
610,27.4107
611,31.9994
612,32.9445
613,20.8058
614,20.3483
615,16.737
616,17.6105
617,17.7286
618,23.8786
619,25.3827
620,5.6248
621,8.7651
622,23.9095
623,7.0786
624,7.1702
625,20.5236
626,12.5093
627,8.9325
628,44.8229
629,10.6619
630,24.2268
631,14.8641
632,79.6981
633,17.5247
634,22.0511
635,37.334
636,8.1684
637,35.4473
638,15.7652
639,26.0443
640,12.9521
641,13.3234
642,22.8648
643,36.2069
644,19.7702
645,6.7261
646,17.3365
647,34.8939
648,10.3406
649,20.8
650,21.5764
651,60.9651
652,25.5579
653,61.8252
654,61.8614
655,33.5972
656,20.2993
657,25.8278
658,7.3616
659,22.1873
660,16.2447
661,25.8083
662,19.0405
663,30.6176
664,12.0579
665,37.0644
666,22.8508
667,18.1298
668,20.3321
669,29.8592
670,27.1693
671,15.3453
672,19.6473
673,36.0688
674,32.0069
675,33.8899
676,37.1682
677,24.5396
678,13.5863
679,28.1005
680,12.8895
681,25.5226
682,31.69
683,8.3092
684,22.128
685,21.7765
686,25.9484
687,35.7481
688,13.5901
689,36.74
690,22.4511
691,22.8246
692,37.5762
693,24.8342
694,27.4354
695,12.0686
696,68.3512
697,25.7507
698,26.4393
699,26.0611
700,29.6176
701,24.9979
702,14.2516
703,11.019
704,24.2697
705,15.6476
706,17.6198
707,21.2885
708,23.3712
709,8.5964
710,38.4334
711,17.3552
712,7.3105
713,17.4841
714,28.2466
715,27.9357
716,15.5605
717,22.3836
718,52.0293
719,7.3737
720,15.385
721,19.591
722,26.6854
723,29.0709
724,39.5805
725,11.4039
726,25.3421
727,28.0403
728,21.6708
729,8.9908
730,22.9812
731,15.3768
732,29.7706
733,27.913
734,22.8336
735,30.1826
736,12.8744
737,42.4051
738,10.4878
739,23.8474
740,23.8389
741,28.4794
742,36.1744
743,38.2902
744,7.4719
745,24.7478
746,26.7731
747,60.2083
748,19.3466
749,26.6265
750,14.6719
751,11.9141
752,16.1805
753,25.7801
754,37.0208
755,10.5761
756,35.3371
757,56.511
758,12.4541
759,17.6722
760,28.8032
761,25.7354
762,11.3744
763,27.3792
764,15.5174
765,58.1368
766,28.2289
767,25.7545
768,19.6716
769,35.908
770,16.2283
771,7.755
772,12.3998
773,17.9805
774,29.3167
775,36.0313
776,21.4673
777,41.576
778,23.0151
779,36.2818
780,12.6135
781,21.4436
782,12.3456
783,20.0056
784,21.2382
785,13.6988
786,35.2317
787,23.3657
788,25.562
789,10.766
790,18.5131
791,21.5917
792,45.4592
793,21.7297
794,38.8632
795,36.141
796,16.0525
797,24.6233
798,50.7647
799,34.6392
800,26.8271
801,35.9628
802,7.8701
803,21.563
804,19.1777
805,28.0146
806,22.2384
807,24.8225
808,11.7149
809,12.498
810,18.9436
811,19.705
812,16.4675
813,26.8337
814,22.7913
815,22.4086
816,22.6931
817,14.1274
818,10.8427
819,35.689
820,21.5462
821,25.8158
822,24.6304
823,36.3041
824,21.9368
825,10.574
826,18.4524
827,15.1219
828,6.9864
829,32.1562
830,24.779
831,26.155
832,13.6067
833,29.2905
834,22.831
835,20.8792
836,22.4667
837,25.6009
838,31.0695
839,27.6456
840,30.5387
841,12.7554
842,30.8656
843,21.6355
844,24.5875
845,28.6833
846,35.8796
847,12.9331
848,24.7803
849,8.5896
850,27.3064
851,20.1397
852,18.6616
853,29.6529
854,23.9252
855,22.5306
856,24.7395
857,53.6156
858,31.3194
859,35.5783
860,20.1829
861,23.5681
862,5.389
863,11.1495
864,22.8935
865,6.8404
866,19.4529
867,27.2171
868,32.2643
869,9.0623
870,30.8796
871,27.1459
872,21.7905
873,23.9882
874,37.7597
875,23.5261
876,16.0077
877,19.7487
878,20.5826
879,61.2052
880,26.5047
881,14.3913
882,17.156
883,18.5175
884,20.8709
885,31.054
886,34.9568
887,12.9762
888,35.234
889,32.7666
890,20.4698
891,23.5279
892,33.5811
893,40.0274
894,18.4413
895,30.9
896,9.4147
897,22.6339
898,10.0185
899,4.7966
900,47.2406
901,21.9005
902,31.9771
903,21.1361
904,23.1957
905,15.1439
906,33.3623
907,25.8902
908,21.9319
909,14.2765
910,34.5312
911,41.2544
912,33.0405
913,13.583
914,54.3782
915,22.5603
916,32.5456
917,31.6805
918,11.324
919,13.7015
920,19.4484
921,12.5518
922,22.8615
923,30.519
924,15.5451
925,16.1167
926,39.7283
927,37.8953
928,32.8142
929,25.2409
930,18.4754
931,21.1033
932,7.7854
933,20.2227
934,10.4632
935,12.9652
936,26.3929
937,34.706
938,23.2725
939,22.1695
940,16.4779
941,14.0568
942,23.8654
943,35.6543
944,7.5398
945,28.1934
946,38.7559
947,35.4588
948,17.0363
949,10.1736
950,10.7771
951,28.4141
952,27.4157
953,38.8187
954,32.031
955,29.6934
956,11.6801
957,14.9305
958,17.1282
959,22.3468
960,10.1367
961,35.6634
962,26.6663
963,37.5484
964,12.565
965,23.6027
966,26.9062
967,9.3839
968,15.675
969,29.7038
970,28.9071
971,19.3248
972,25.138
973,21.2983
974,12.9449
975,30.1825
976,22.2766
977,30.1092
978,22.3667
979,11.7985
980,10.7081
981,32.1022
982,34.3559
983,25.4524
984,64.915
985,13.2081
986,26.1708
987,17.6471
988,21.3441
989,28.9324
990,15.2403
991,19.6901
992,33.5427
993,17.975
994,30.4107
995,27.1854
996,16.2194
997,28.5411
998,28.8704
999,29.5218
1000,16.3916
1001,47.5579
1002,22.0972
1003,30.3306
1004,16.1189
1005,23.4871
1006,21.72
1007,20.1297
1008,26.1457
1009,24.4613
1010,22.5066
1011,39.4635
1012,12.7224
1013,21.6938
1014,5.915
1015,37.239
1016,20.8122
1017,4.8298
1018,19.6957
1019,16.9003
1020,8.6224
1021,41.3116
1022,32.5987
1023,29.2777
1024,27.9591
1025,35.8903
1026,35.013
1027,28.0591
1028,42.7006
1029,20.5677
1030,13.7516
1031,15.1349
1032,18.8383
1033,27.5514
1034,31.0542
1035,19.541
1036,29.1951
1037,23.393
1038,26.6708
1039,36.2337
1040,37.0352
1041,22.2857
1042,25.7961
1043,23.3531
1044,44.4178
1045,19.5202
1046,15.0752
1047,40.3875
1048,69.4343
1049,35.4429
1050,15.9555
1051,64.8335
1052,28.899
1053,22.8278
1054,21.7866
1055,68.5523
1056,31.6623
1057,30.9385
1058,32.9458
1059,24.0123
1060,22.2049
1061,7.4287
1062,15.9351
1063,27.9779
1064,9.267
1065,8.8196
1066,19.447
1067,20.8524
1068,23.4571
1069,10.6752
1070,24.1551
1071,19.6656
1072,24.5999
1073,32.846
1074,27.7916
1075,28.1163
1076,24.7214
1077,54.2423
1078,22.1621
1079,38.4788
1080,29.4278
1081,14.8568
1082,21.7236
1083,12.312
1084,27.9716
1085,25.6044
1086,21.508
1087,9.2567
1088,35.7839
1089,38.8338
1090,8.4767
1091,9.0256
1092,19.6669
1093,25.7208
1094,26.4333
1095,33.0805
1096,22.7576
1097,14.9912
1098,45.7693
1099,32.8017
1100,12.4478
1101,27.5861
1102,33.3335
1103,27.1203
1104,20.7592
1105,12.406
1106,37.3623
1107,10.0982
1108,15.3659
1109,32.7303
1110,23.4041
1111,14.9514
1112,24.2084
1113,31.9695
1114,14.8163
1115,21.3347
1116,10.5347
1117,26.9102
1118,20.8493
1119,21.6052
1120,32.6026
1121,29.6293
1122,18.1467
1123,15.1135
1124,10.7062
1125,61.6904
1126,20.0925
1127,17.7311
1128,32.1368
1129,15.4066
1130,19.4494
1131,39.487
1132,23.2298
1133,38.6254
1134,12.8438
1135,18.9039
1136,38.0547
1137,30.2434
1138,15.7838
1139,19.5292
1140,90.5762
1141,9.6866
1142,25.1888
1143,23.9546
1144,32.8747
1145,19.8892
1146,14.4595
1147,26.6992
1148,29.6163
1149,25.6663
1150,18.966
1151,24.775
1152,25.7099
1153,17.8877
1154,39.8847
1155,11.1586
1156,20.2233
1157,41.2862
1158,17.4441
1159,26.5688
1160,27.0266
1161,20.782
1162,23.0424
1163,19.9938
1164,41.8558
1165,68.7293
1166,23.8554
1167,23.1495
1168,24.3046
1169,5.8179
1170,21.316
1171,15.2019
1172,12.3071
1173,32.0407
1174,28.4216
1175,13.8458
1176,28.4324
1177,34.0917
1178,24.3301
1179,55.5869
1180,7.5834
1181,7.6159
1182,17.2338
1183,25.4052
1184,33.5712
1185,15.8977
1186,17.8346
1187,8.9073
1188,35.2191
1189,85.3806
1190,27.4849
1191,5.5705
1192,27.7694
1193,12.0918
1194,35.8671
1195,30.2896
1196,19.6988
1197,20.4189
1198,26.0014
1199,14.269
1200,35.5417
1201,9.1757
1202,24.1033
1203,29.5891
1204,16.9622
1205,28.1129
1206,31.9091
1207,2.7683
1208,17.9434
1209,21.5527
1210,24.8636
1211,28.2984
1212,24.4917
1213,16.5139
1214,34.0613
1215,13.3399
1216,22.9131
1217,34.9726
1218,29.2172
1219,24.8128
1220,10.9159
1221,30.04
1222,27.764
1223,22.0311
1224,15.1147
1225,28.679
1226,63.8283
1227,20.1218
1228,24.4762
1229,31.0208
1230,10.3634
1231,17.7087
1232,8.4925
1233,15.4556
1234,40.1277
1235,57.0672
1236,18.9392
1237,29.5734
1238,9.6606
1239,44.8938
1240,37.0658
1241,12.7096
1242,30.5852
1243,8.9521
1244,60.8123
1245,10.4958
1246,14.8348
1247,12.5662
1248,22.0936
1249,29.8973
1250,30.3156
1251,19.6693
1252,25.6203
1253,21.6285
1254,22.1818
1255,22.23
1256,50.1473
1257,14.5179
1258,32.1166
1259,9.1399
1260,19.6561
1261,22.9919
1262,38.0807
1263,21.974
1264,20.2333
1265,16.0609
1266,15.8326
1267,13.9204
1268,20.4395
1269,25.9581
1270,18.1654
1271,24.0775
1272,6.1142
1273,11.43
1274,26.4868
1275,25.3237
1276,12.7365
1277,16.1456
1278,5.8096
1279,41.0874
1280,23.0491
1281,32.0845
1282,9.5064
1283,24.9221
1284,22.9483
1285,21.7235
1286,26.9255
1287,11.0588
1288,28.2818
1289,19.5872
1290,21.4861
1291,26.7272
1292,28.8318
1293,25.9133
1294,20.3583
1295,21.8619
1296,28.914
1297,17.797
1298,10.7604
1299,20.3968
1300,18.0408
1301,28.5426
1302,12.8465
1303,17.2916
1304,14.8701
1305,18.5319
1306,32.1564
1307,17.499
1308,36.1033
1309,16.0005
1310,25.8199
1311,17.5915
1312,21.7602
1313,18.703
1314,18.4258
1315,26.9248
1316,27.476
1317,31.6524
1318,26.6179
1319,14.5185
1320,33.0895
1321,6.876
1322,18.4322
1323,20.4392
1324,12.2032
1325,25.4725
1326,28.4463
1327,17.0412
1328,18.16
1329,22.3109
1330,22.0474
1331,28.0284
1332,20.124
1333,26.919
1334,11.8283
1335,25.7155
1336,9.9394
1337,29.0897
1338,14.536
1339,28.4604
1340,13.0412
1341,22.6094
1342,21.7207
1343,28.1728
1344,7.7221
1345,38.8385
1346,28.5987
1347,30.2346
1348,61.5586
1349,33.2339
1350,20.6545
1351,9.8646
1352,25.4736
1353,30.6785
1354,7.9538
1355,6.7387
1356,10.337
1357,50.2749
1358,28.7562
1359,13.596
1360,33.9016
1361,11.2596
1362,26.4031
1363,29.6912
1364,23.98
1365,21.323
1366,18.9537
1367,11.2288
1368,11.6067
1369,19.9468
1370,31.9442
1371,18.6247
1372,38.3901
1373,31.0354
1374,61.6044
1375,8.9698
1376,18.4484
1377,6.2749
1378,36.3056
1379,35.4751
1380,22.9979
1381,33.1592
1382,10.1595
1383,20.4476
1384,5.8497
1385,11.4468
1386,30.9234
1387,11.6963
1388,58.4108
1389,31.5266
1390,25.4201
1391,28.7143
1392,24.645
1393,30.7562
1394,55.4849
1395,25.9999
1396,33.4
1397,61.7717
1398,26.1395
1399,29.715
1400,8.9304
1401,26.4032
1402,31.0025
1403,38.9051
1404,39.9673
1405,18.6743
1406,6.8682
1407,9.2819
1408,8.5504
1409,29.8688
1410,17.562
1411,58.5243
1412,27.9969
1413,63.1352
1414,29.5759
1415,29.6855
1416,33.0172
1417,31.5458
1418,17.4875
1419,27.7516
1420,21.0156
1421,24.3385
1422,25.9386
1423,43.304
1424,29.5151
1425,12.2446
1426,27.4565
1427,10.795
1428,32.7707
1429,29.0447
1430,10.8766
1431,21.6198
1432,39.9736
1433,14.1529
1434,35.6003
1435,34.9346
1436,27.2826
1437,14.129
1438,17.9645
1439,5.8735
1440,34.6964
1441,20.4475
1442,35.883
1443,11.6619
1444,26.158
1445,35.6172
1446,34.8152
1447,25.0867
1448,22.3763
1449,10.7807
1450,21.0091
1451,29.9578
1452,12.0063
1453,8.5949
1454,31.721
1455,16.1184
1456,8.0241
1457,22.526
1458,22.5531
1459,60.7418
1460,18.4926
1461,21.1309
1462,37.1457
1463,39.9898
1464,16.7664
1465,36.6232
1466,9.9767
1467,78.8529
1468,23.7674
1469,17.8663
1470,7.4059
1471,7.6857
1472,22.9353
1473,26.9388
1474,10.5525
1475,29.3609
1476,23.1475
1477,21.2781
1478,33.2786
1479,22.739
1480,11.5829
1481,9.7867
1482,16.2728
1483,11.6521
1484,26.5228
1485,41.6182
1486,23.2687
1487,30.5048
1488,11.3606
1489,26.5503
1490,24.8897
1491,27.1964
1492,30.9057
1493,30.4013
1494,16.2222
1495,29.3734
1496,33.0103
1497,15.4399
1498,12.6989
1499,18.3537
1500,9.1853
1501,26.3253
1502,12.1627
1503,8.7735
1504,24.0118
1505,27.2143
1506,27.6066
1507,16.2407
1508,21.6086
1509,28.1306
1510,21.4486
1511,43.7528
1512,66.9353
1513,16.0132
1514,13.1184
1515,31.7055
1516,11.2528
1517,29.999
1518,6.2825
1519,20.5249
1520,11.8868
1521,19.4525
1522,14.127
1523,17.6014
1524,20.2
1525,67.0487
1526,15.904
1527,35.8864
1528,24.813
1529,22.5183
1530,21.4564
1531,3.943
1532,15.7069
1533,24.1865
1534,25.6869
1535,22.3867
1536,33.5612
1537,28.6076
1538,20.0358
1539,10.9516
1540,35.2523
1541,16.159
1542,26.254
1543,18.6122
1544,11.437
1545,41.8413
1546,18.7929
1547,22.7195
1548,17.071
1549,85.6344
1550,7.9603
1551,19.3823
1552,32.4443
1553,24.5047
1554,32.9826
1555,13.8403
1556,41.5609
1557,17.2609
1558,25.9516
1559,21.8163
1560,9.033
1561,17.0619
1562,30.7565
1563,19.4076
1564,5.3271
1565,18.8291
1566,33.6766
1567,7.5882
1568,18.5599
1569,14.0344
1570,25.7543
1571,35.6413
1572,27.0792
1573,28.9398
1574,12.5416
1575,26.5678
1576,22.8743
1577,29.436
1578,30.209
1579,13.133
1580,22.4765
1581,22.6262
1582,28.151
1583,26.8948
1584,50.5581
1585,31.0585
1586,30.5023
1587,30.9509
1588,64.4254
1589,11.9468
1590,30.6926
1591,36.2026
1592,23.2398
1593,35.6737
1594,43.1414
1595,30.9643
1596,22.1871
1597,29.3636
1598,24.524
1599,40.4142
1600,19.3233
1601,26.8037
1602,41.7221
1603,27.5552
1604,14.3693
1605,22.738
1606,12.9804
1607,20.1366
1608,17.7782
1609,26.3217
1610,28.5212
1611,23.7528
1612,37.3441
1613,22.3841
1614,23.9368
1615,26.1246
1616,31.2699
1617,42.8553
1618,9.6116
1619,25.9811
1620,29.4926
1621,28.0269
1622,11.1889
1623,14.7146
1624,7.4229
1625,65.9635
1626,27.0173
1627,38.3497
1628,17.0573
1629,38.8128
1630,9.4609
1631,30.932
1632,15.9668
1633,10.3351
1634,0.0
1635,23.7508
1636,28.6719
1637,37.546
1638,24.6648
1639,28.8123
1640,17.787
1641,23.222
1642,21.4241
1643,9.7317
1644,38.4416
1645,27.7358
1646,36.0158
1647,39.7054
1648,30.2536
1649,9.2538
1650,11.4524
1651,29.5348
1652,9.3911
1653,15.0817
1654,9.9839
1655,15.4716
1656,29.9991
1657,17.5725
1658,20.7984
1659,21.9783
1660,9.5268
1661,27.4879
1662,5.7505
1663,40.6991
1664,23.9035
1665,10.1868
1666,33.6461
1667,13.2284
1668,23.4205
1669,28.8653
1670,38.213
1671,24.1481
1672,15.9839
1673,26.8344
1674,33.1415
1675,17.3393
1676,28.227
1677,4.2878
1678,18.8264
1679,27.9751
1680,14.9477
1681,8.0739
1682,55.3602
1683,23.4694
1684,22.2163
1685,33.0199
1686,26.9759
1687,28.7435
1688,10.3452
1689,37.231
1690,27.3176
1691,18.5577
1692,17.0816
1693,7.577
1694,8.5196
1695,22.8141
1696,22.7961
1697,36.3966
1698,4.703
1699,31.3333
1700,15.5256
1701,12.1564
1702,32.9863
1703,25.1173
1704,21.9811
1705,28.7106
1706,27.7912
1707,26.6417
1708,11.4809
1709,35.3763
1710,31.5748
1711,26.7225
1712,13.8619
1713,38.7026
1714,21.9919
1715,17.9396
1716,37.2419
1717,27.7318
1718,21.3011
1719,36.8683
1720,21.8862
1721,28.9729
1722,22.8151
1723,21.4987
1724,23.9522
1725,15.3156
1726,24.4499
1727,9.0577
1728,31.1852
1729,26.5823
1730,21.5836
1731,30.2093
1732,20.7519
1733,31.1844
1734,6.5223
1735,36.1376
1736,26.9618
1737,23.3963
1738,26.2112
1739,21.0031
1740,18.8096
1741,35.4535
1742,31.4417
1743,7.7831
1744,20.2199
1745,7.6853
1746,28.3401
1747,23.4529
1748,29.0904
1749,20.7045
1750,47.2684
1751,14.982
1752,25.7222
1753,35.8306
1754,22.2188
1755,21.3956
1756,22.4338
1757,12.4033
1758,12.0739
1759,27.107
1760,16.0926
1761,10.1312
1762,28.0237
1763,4.669
1764,28.3077
1765,13.0954
1766,6.3616
1767,28.7817
1768,26.9502
1769,59.7697
1770,15.423
1771,65.9574
1772,18.0331
1773,21.9893
1774,20.6421
1775,16.8724
1776,20.5996
1777,34.053
1778,41.1187
1779,7.4266
1780,16.8858
1781,23.5498
1782,21.0642
1783,23.7533
1784,10.6853
1785,10.0286
1786,10.2703
1787,23.308
1788,28.4296
1789,21.2589
1790,21.45
1791,31.0781
1792,66.6708
1793,22.2236
1794,5.9236
1795,33.5757
1796,31.3683
1797,29.7673
1798,37.9494
1799,14.7707
1800,32.3209
1801,24.6695
1802,30.7338
1803,23.8985
1804,15.2975
1805,26.8458
1806,19.1833
1807,38.0523
1808,61.2366
1809,7.5942
1810,19.5465
1811,30.1367
1812,30.9642
1813,6.7457
1814,16.1339
1815,38.3176
1816,15.7984
1817,7.8555
1818,17.4245
1819,18.1025
1820,26.6939
1821,11.3643
1822,63.745
1823,17.0644
1824,21.2157
1825,15.7906
1826,9.3457
1827,70.3704
1828,39.8267
1829,16.3069
1830,28.2281
1831,22.5155
1832,9.3965
1833,26.3139
1834,8.8978
1835,25.7518
1836,25.4507
1837,20.2012
1838,16.9185
1839,23.5516
1840,17.4811
1841,33.6031
1842,19.9789
1843,41.6961
1844,18.0488
1845,19.8103
1846,27.7248
1847,20.0067
1848,36.6371
1849,20.0413
1850,11.574
1851,36.0499
1852,17.8726
1853,17.5259
1854,27.5503
1855,26.2853
1856,18.7301
1857,8.5121
1858,28.0739
1859,28.4963
1860,38.1514
1861,21.0658
1862,8.5043
1863,11.1528
1864,28.5612
1865,21.0751
1866,21.1563
1867,16.0606
1868,21.9734
1869,7.6622
1870,22.0619
1871,20.5983
1872,24.957
1873,17.2859
1874,21.5642
1875,23.2417
1876,56.6686
1877,12.6066
1878,24.0778
1879,14.9271
1880,11.0355
1881,60.0042
1882,15.3342
1883,34.5228
1884,22.2688
1885,5.2466
1886,24.2093
1887,16.2634
1888,42.0123
1889,46.7636
1890,16.7594
1891,36.4583
1892,37.9256
1893,22.7649
1894,15.5002
